Dato;Tekst;Beløb;Afstem;Saldo;Rentedato
23-08-2012;DK-NOTA70129 SUPERBRUGSEN MATTH;-140,90;N;-1.277,41;23-08-2012
23-08-2012;DK-NOTA0-103 NBT.DK;-401,85;N;-1.136,51;23-08-2012
23-08-2012;DK-NOTA54625 MJ COFFEE;-117,00;N;-734,66;23-08-2012
23-08-2012;DK-NOTA61213 CAFE LEO;-112,00;N;-617,66;23-08-2012
22-08-2012;DK-NOTA55957 MAGASIN, KGS NYTOR;-100,00;N;-505,66;22-08-2012
22-08-2012;DK-NOTA39773 MAGASIN, KGS NYTOR;-249,95;N;-405,66;22-08-2012
21-08-2012;DK-NOTA74297 KIOSK T B;-38,00;N;-155,71;21-08-2012
20-08-2012;DK-NOTA618   MAMMA CHE GELATO L;-27,00;N;-117,71;20-08-2012
20-08-2012;DK-NOTA15195 SUPERBRUGSEN MATTH;-211,95;N;-90,71;20-08-2012
20-08-2012;DK-NOTA53123 MJ COFFEE;-79,00;N;121,24;20-08-2012
20-08-2012;DK-NOTA88835 T.P. MUSIK MARKED;-149,95;N;200,24;20-08-2012
